iter	Logloss
160	0.1297543352
161	0.1293448674
162	0.1291220339
163	0.1289047642
164	0.1286569421
165	0.1283751324
166	0.1281379904
167	0.1279598867
168	0.1277690739
169	0.1275782887
170	0.127318995
171	0.1271014146
172	0.1268830315
173	0.1265615768
174	0.1264248487
175	0.1262391653
176	0.1259683329
177	0.125659896
178	0.1254580858
179	0.1252825346
180	0.1251643664
181	0.124869574
182	0.1247006952
183	0.1244768371
184	0.1242042067
185	0.1239806066
186	0.1237547172
187	0.123544369
188	0.1233291904
189	0.1230245834
190	0.1228491468
191	0.1226606644
192	0.12237963
193	0.1221989389
194	0.1219982303
195	0.1217290873
196	0.1215259372
197	0.1214530792
198	0.1212023423
199	0.1210434562
200	0.1208593206
201	0.1207021319
202	0.1204483958
203	0.1203522346
204	0.120155066
205	0.1199438525
206	0.1197121756
207	0.119493978
208	0.1192887446
209	0.1191546774
210	0.1190858889
211	0.1190439276
212	0.1188612891
213	0.1187011282
214	0.1184711121
215	0.1183432951
216	0.1181629038
217	0.1179534872
218	0.1177943591
219	0.1176867242
220	0.117561544
221	0.1173989717
222	0.1173533486
223	0.1171172082
224	0.1169226784
225	0.1168364028
226	0.1166773862
227	0.11659551
228	0.1164386002
229	0.1162742678
230	0.1161528053
231	0.1160032398
232	0.115920105
233	0.1157850727
234	0.1156447953
235	0.1154391628
236	0.115303669
237	0.1151909038
238	0.1150410306
239	0.1149126113
240	0.1147666093
241	0.1146953053
242	0.1145236808
243	0.1143844939
244	0.1141425735
245	0.1139936499
246	0.1137699837
247	0.1136707886
248	0.113562664
249	0.1133595653
250	0.1132237365
251	0.1131460205
252	0.1131392324
253	0.1130352208
254	0.1129522544
255	0.1128077476
256	0.1126427483
257	0.1126182825
258	0.1124354079
259	0.1121860851
260	0.1120670283
261	0.1120152168
262	0.1118544788
263	0.1117337239
264	0.1115663809
265	0.1113542107
266	0.1112109205
267	0.1110292063
268	0.110922237
269	0.1108271858
270	0.1106224833
271	0.1104698957
272	0.1103371647
273	0.1102705249
274	0.1101697585
275	0.1100494024
276	0.1099479245
277	0.1098313611
278	0.1097249606
279	0.1095087393
280	0.1093443659
281	0.1092596362
282	0.1091544808
283	0.1090632252
284	0.1089838286
285	0.1089825758
286	0.108886463
287	0.1087901169
288	0.1085786861
289	0.1084595497
290	0.1083343215
291	0.1081397086
292	0.108020465
293	0.1079035761
294	0.1077093363
295	0.1076357659
296	0.1075120805
297	0.1073313065
298	0.1071606407
299	0.1070399506
300	0.1069259923
301	0.106710512
302	0.1066165527
303	0.1065022489
304	0.1063549768
305	0.1062599455
306	0.1061612696
307	0.1061095287
308	0.1059865277
309	0.1058681019
310	0.105806628
311	0.1057224207
312	0.1056265638
313	0.1055050051
314	0.1053785007
315	0.1052687911
316	0.1052016406
317	0.1050666909
318	0.1049501585
319	0.1048662393
320	0.1048425004
321	0.1046531721
322	0.1045230571
323	0.104423898
324	0.1043218128
325	0.1042225983
326	0.1040784133
327	0.1039599608
328	0.1038475194
329	0.1037210202
330	0.1035399743
331	0.1033837828
332	0.1032693184
333	0.1031798928
334	0.1030018484
335	0.1029269207
336	0.1028321556
337	0.1026364733
338	0.1025420288
339	0.1024848783
340	0.1023429957
341	0.1022212156
342	0.1021566336
343	0.1020234949
344	0.101911492
345	0.1017880553
346	0.101683511
347	0.1015976387
348	0.1015239748
349	0.1014895407
350	0.1014031497
351	0.1012577281
352	0.1010903712
353	0.1009638451
354	0.1008102377
355	0.1006863019
356	0.100684624
357	0.1006537811
358	0.1005997244
359	0.100449956
360	0.1003253023
361	0.1002089534
362	0.1001076318
363	0.1000049682
364	0.0998353391
365	0.09970620423
366	0.09963198186
367	0.09954215957
368	0.09943024275
369	0.09931574019
370	0.09923829648
371	0.09909700057
372	0.09895573034
373	0.09873117455
374	0.09854390399
375	0.09854237829
376	0.0983951913
377	0.09828141427
378	0.09819766901
379	0.09813288881
380	0.09808756667
381	0.09796679953
382	0.09785321646
383	0.09775154474
384	0.09773102395
385	0.09763242604
386	0.09750994979
387	0.09735204009
388	0.097281085
389	0.09727974886
390	0.09719277671
391	0.09712204449
392	0.09701851613
393	0.09697596931
394	0.09679874173
395	0.09668405545
396	0.09659332922
397	0.09648025371
398	0.09636149812
399	0.09623478065
400	0.09609468902
401	0.09600177362
402	0.09595823661
403	0.09583769184
404	0.09572882849
405	0.09568769237
406	0.09560324372
407	0.09552572071
408	0.09537652842
409	0.09536355142
410	0.09523802593
411	0.09513669063
412	0.09504150172
413	0.09489877482
414	0.09480792716
415	0.09471882758
416	0.09469231863
417	0.09456819514
418	0.09452502062
419	0.09444802917
420	0.09437539888
421	0.09427113842
422	0.09415182642
423	0.09405196291
424	0.09398825524
425	0.09393139715
426	0.09382470136
427	0.09374187554
428	0.09364829838
429	0.09357825331
430	0.09349677757
431	0.09342429758
432	0.09338327319
433	0.09327769063
434	0.09318093269
435	0.09315872891
436	0.09308882949
437	0.09302818823
438	0.09292198674
439	0.09287105743
440	0.09272884056
441	0.09266264733
442	0.09255413289
443	0.09246417583
444	0.09235379714
445	0.09228232078
446	0.09216564959
447	0.09208755719
448	0.09203559968
449	0.09191856404
450	0.09175519113
451	0.09169330793
452	0.09164661606
453	0.09150581206
454	0.09137442939
455	0.09131753556
456	0.09125947012
457	0.09119425729
458	0.09105979563
459	0.09103551445
460	0.09092650814
461	0.09077150894
462	0.09063808495
463	0.0905246008
464	0.09043017393
465	0.09034552807
466	0.09016179379
467	0.09009120682
468	0.09007650831
469	0.09000804871
470	0.08992175452
471	0.08988251168
472	0.08984944052
473	0.08970256748
474	0.08956627258
475	0.08947868344
476	0.08940938042
477	0.08933985231
478	0.08930469532
479	0.08918225755
480	0.08910973905
481	0.08902778245
482	0.08892377187
483	0.08886536133
484	0.08879433522
485	0.08864943289
486	0.08863855104
487	0.08853825411
488	0.08846693856
489	0.08840365419
490	0.08829781515
491	0.08815438245
492	0.08810460845
493	0.08796251195
494	0.08785739053
495	0.08780618887
496	0.08772579645
497	0.08759890207
498	0.08752741726
499	0.08743563281
500	0.08734826767
501	0.0872798722
502	0.08716443312
503	0.08697992629
504	0.08689075298
505	0.08679147618
506	0.08670885006
507	0.08659708202
508	0.08655496772
509	0.08646532224
510	0.08633884369
511	0.08630030862
512	0.08618619605
513	0.08615834317
514	0.08605985462
515	0.08602003324
516	0.0859118056
517	0.08577564596
518	0.08574089278
519	0.08565988458
520	0.08556382533
521	0.08544765998
522	0.08537520228
523	0.08525469883
524	0.08515657235
525	0.08510518188
526	0.08504895469
527	0.08497419788
528	0.08489032536
529	0.08485094957
530	0.08478764526
531	0.08468448083
532	0.08456779357
533	0.0845086372
534	0.08434860077
535	0.08429370764
536	0.08419808933
537	0.08407437237
538	0.08404005926
539	0.08394529772
540	0.08389667103
541	0.08374981027
542	0.08365553561
543	0.08354900435
544	0.08346318476
545	0.08335305181
546	0.08331023902
547	0.08324030006
548	0.08321039375
549	0.08317438872
550	0.08304706206
551	0.08297107878
552	0.08287284837
553	0.08276610466
554	0.08272498567
555	0.08266815277
556	0.08262283538
557	0.08254823292
558	0.08245902676
559	0.08238391236
560	0.08234035723
561	0.08221123609
562	0.08208006305
563	0.0819429275
564	0.08190334579
565	0.08186735017
566	0.08173373069
567	0.08163550338
568	0.08152082744
569	0.08140196588
570	0.08134598235
571	0.0812020405
572	0.08111973246
573	0.08109106153
574	0.08104791831
575	0.08094660594
576	0.08086205081
577	0.08080052439
578	0.08072010649
579	0.080638563
580	0.0804516114
581	0.08034218686
582	0.08027692879
583	0.0801735843
584	0.08004716381
585	0.07991536453
586	0.07982724475
587	0.07978597839
588	0.07973574291
589	0.07961525419
590	0.07956630458
591	0.07953533207
592	0.07944050462
593	0.07937565307
594	0.07924810697
595	0.07911786292
596	0.07905872783
597	0.07899975344
598	0.07889508226
599	0.07883036373
600	0.0787170429
601	0.07868663442
602	0.07861431391
603	0.0785532791
604	0.07850321782
605	0.07836356628
606	0.07825466579
607	0.07819368737
608	0.07810356796
609	0.07807630434
610	0.07797373821
611	0.07791669121
612	0.0778741297
613	0.07784489796
614	0.07778049292
615	0.07771485209
616	0.07762271211
617	0.07757310489
618	0.07745271084
619	0.07734403912
620	0.07723893434
621	0.07719117289
622	0.0771321644
623	0.07710373881
624	0.07696741374
625	0.07690709201
626	0.07687479168
627	0.07676320061
628	0.07671116154
629	0.07670010706
630	0.07657316174
631	0.07651809808
632	0.07649927525
633	0.07647493822
634	0.07645286438
635	0.07642314678
636	0.07639996234
637	0.07636306504
638	0.07628660026
639	0.07623676191
640	0.07612102558
641	0.07603290023
642	0.07597890845
643	0.07595618376
644	0.07593294524
645	0.07581846495
646	0.07579642833
647	0.07574418304
648	0.07567293
649	0.07563912028
650	0.07552811921
651	0.07545834681
652	0.07534737221
653	0.07526801722
654	0.07521230338
655	0.0751285289
656	0.07507338597
657	0.07500467813
658	0.07497013945
659	0.07491494768
660	0.07486723841
661	0.07482296499
662	0.07479792905
663	0.07473260939
664	0.07463476583
665	0.07455681905
666	0.07451843125
667	0.07444898746
668	0.07434236945
669	0.07430755819
670	0.07428404551
671	0.07421095057
672	0.07412047747
673	0.07410073225
674	0.0740318869
675	0.07400538758
676	0.07387309769
677	0.0737974289
678	0.07377444932
679	0.07371904683
680	0.07361161049
681	0.07348390924
682	0.07345868109
683	0.07336499147
684	0.0733003245
685	0.07326047789
686	0.07318772282
687	0.07311726288
688	0.07307647633
689	0.0730404442
690	0.07291065375
691	0.07285826366
692	0.07283293466
693	0.07276732451
694	0.07271154578
695	0.07267997948
696	0.07257266752
697	0.07249722095
698	0.07245692917
699	0.07233153375
700	0.07230370962
701	0.0722360762
702	0.07218513599
703	0.0721610327
704	0.07214062142
705	0.07209343813
706	0.07206668312
707	0.07197050833
708	0.07190398508
709	0.0718414484
710	0.0717503288
711	0.07170142052
712	0.0716499651
713	0.07159407762
714	0.07154426563
715	0.07148269731
716	0.07140506789
717	0.07135487691
718	0.07132725113
719	0.0712897259
720	0.07121851034
721	0.07109796618
722	0.07104439643
723	0.07101946084
724	0.07100073305
725	0.07091457306
726	0.07086218106
727	0.07076636453
728	0.07067271689
729	0.07064233521
730	0.07057890308
731	0.070491033
732	0.07040576799
733	0.07031091502
734	0.07023589205
735	0.07017690102
736	0.0701476341
737	0.07010153119
738	0.07005594239
739	0.07002768826
740	0.06994363957
741	0.06989119233
742	0.06984444622
743	0.06979709705
744	0.06969930521
745	0.06960789142
746	0.06952205936
747	0.06947586599
748	0.0694455998
749	0.06940331955
750	0.06937459403
751	0.06933398239
752	0.06928797795
753	0.06919931732
754	0.06914129779
755	0.06908785364
756	0.06906703929
757	0.0689859666
758	0.06887796093
759	0.06884790891
760	0.0687670779
761	0.06870736701
762	0.06864101723
763	0.06857672542
764	0.06848721983
765	0.06840052315
766	0.06835484225
767	0.06825206526
768	0.0681308665
769	0.06804153051
770	0.06802011158
771	0.06791787152
772	0.06790481486
773	0.06787029779
774	0.06780397615
775	0.0677195579
776	0.06768091401
777	0.06760188472
778	0.0675463075
779	0.06746450467
780	0.06741992904
781	0.06739891616
782	0.06738615883
783	0.06730897228
784	0.06723824532
785	0.06717648774
786	0.06709706453
787	0.06704863067
788	0.06695093585
789	0.06686928786
790	0.06681604822
791	0.0667114117
792	0.06665161759
793	0.06655498322
794	0.06648096894
795	0.06646034998
796	0.06642412906
797	0.06632336224
798	0.06627761479
799	0.06616152606
800	0.06612069108
801	0.06605425564
802	0.06600998771
803	0.06599073386
804	0.06597865212
805	0.06590250007
806	0.06579037089
807	0.06571650612
808	0.0657018162
809	0.06566550404
810	0.06564772351
811	0.06552560312
812	0.06547581701
813	0.06544853219
814	0.06544140945
815	0.06541134863
816	0.06540764735
817	0.06536810225
818	0.06534702438
819	0.06530705867
820	0.06529310354
821	0.06527205235
822	0.06520185845
823	0.06513359654
824	0.06509423808
825	0.06504175088
826	0.06499133153
827	0.06493082646
828	0.06484254758
829	0.06483462268
830	0.0648151555
831	0.06475849387
832	0.06468652901
833	0.06467805295
834	0.06466461916
835	0.06460094677
836	0.06453394437
837	0.06449258262
838	0.06447436153
839	0.06435730958
840	0.06426938032
841	0.06424976908
842	0.06418797288
843	0.06410390939
844	0.06399246485
845	0.06391454758
846	0.06384053156
847	0.06376905928
848	0.06373182628
849	0.06368537799
850	0.06362678798
851	0.06356311585
852	0.06347120652
853	0.06335878632
854	0.06328492218
855	0.06323588989
856	0.06312929485
857	0.06304065055
858	0.0629958994
859	0.06288676798
860	0.06280058474
861	0.06274274891
862	0.06269921615
863	0.06264972704
864	0.06258598961
865	0.06250280069
866	0.06242338073
867	0.06237603443
868	0.06235844676
869	0.06228328082
870	0.06221731016
871	0.06218221804
872	0.06207717545
873	0.06203519954
874	0.06201865217
875	0.06198776244
876	0.06193437674
877	0.06184917642
878	0.06178391088
879	0.06176732073
880	0.06172183517
881	0.06170111601
882	0.0616813952
883	0.06160580939
884	0.06155946484
885	0.06151769676
886	0.06145532283
887	0.0613740859
888	0.06135854584
889	0.061341587
890	0.06126285424
891	0.06118678588
892	0.06118368684
893	0.06113994519
894	0.06108355859
895	0.06106444215
896	0.06098185297
897	0.06092815717
898	0.06088398313
899	0.06086702346
900	0.06078120644
901	0.06075030683
902	0.06067257364
903	0.06061162715
904	0.06053859496
905	0.06050005946
906	0.06040084767
907	0.0603322963
908	0.0603168893
909	0.0602375614
910	0.06020548541
911	0.06013543812
912	0.06009408454
913	0.06006423366
914	0.0600224598
915	0.05997277568
916	0.0599409152
917	0.05992165273
918	0.05990507327
919	0.05982804429
920	0.05980936635
921	0.05975862757
922	0.05971246353
923	0.05969619723
924	0.05967901521
925	0.05961404574
926	0.05957837927
927	0.0595581607
928	0.05954017607
929	0.05947245385
930	0.05945787864
931	0.05940988341
932	0.05935725267
933	0.05932595052
934	0.0592958538
935	0.05920086095
936	0.05911364598
937	0.05909787153
938	0.05905195645
939	0.05903518929
940	0.05896150849
941	0.0589243043
942	0.058880189
943	0.058806506
944	0.05875024453
945	0.05871387001
946	0.05865611611
947	0.05863759624
948	0.0586235226
949	0.05860701025
950	0.05856821453
951	0.05852770656
952	0.05849526575
953	0.05845264181
954	0.05841722125
955	0.05835979474
956	0.05832256813
957	0.05825795106
958	0.05819564027
959	0.05812410484
960	0.05808165263
961	0.05799076032
962	0.05794974838
963	0.05790827554
964	0.05788165207
965	0.05781505331
966	0.05780507621
967	0.05774467563
968	0.05766305457
969	0.05764530104
970	0.05754365103
971	0.05748689458
972	0.05742761212
973	0.05738236657
974	0.05736399109
975	0.0573291655
976	0.05729245584
977	0.05726776029
978	0.05722589507
979	0.05716004455
980	0.05709472867
981	0.05703800746
982	0.05702146871
983	0.05696663408
984	0.05690324669
985	0.05686553185
986	0.05685301044
987	0.05679931157
988	0.05670127414
989	0.05662356613
990	0.05658312873
991	0.05656208746
992	0.05649813658
993	0.05646178505
994	0.0564232741
995	0.05639401541
996	0.05633744882
997	0.05630336039
998	0.05628339986
999	0.05625063593
